account_id,year_month_won,upgraded_boolean,age_in_months,pre_upgrade_plan,post_upgrade_plan,upgrade_levels,num_agents,mrr_pre_upgrade,mrr_post_upgrade,mrr_delta,num_trig,num_automations,num_tags,num_macros,num_groups,num_orgs,num_fields,enabled_HC,enabled_redaction,enabled_insights,enabled_talk,enabled_widget,enabled_csat,enabled_hours,enabled_slas,enabled_HCcode,enabled_community,num_apps,num_tix_solved_last60d
312069,201604,1,6,Team,Professional,1,4,76,76,0,13,6,2656,4,6,1,3,1,0,NULL,0,1,0,0,0,0,1,2,298
509860,201511,1,2,Plus,Enterprise,1,4,236,1250,1014,10,1,293,4,2,3,0,1,0,NULL,0,0,0,0,0,0,NULL,0,83
528477,201603,1,8,Professional,Enterprise,1,4,236,236,0,10,5,5006,6,2,753,10,1,0,1,0,0,1,1,0,1,NULL,7,1750
627758,201512,1,3,Essential,Professional,2,3,27,59,32,5,1,16,6,4,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,411
630417,201602,1,7,Essential,Professional,2,8,45,45,0,6,1,417,14,1,1,1,1,0,NULL,0,1,0,0,0,0,1,1,1008
685702,201512,1,3,Professional,Enterprise,1,5,295,1500,1205,7,2,19,4,2,9,0,1,0,NULL,0,0,1,0,1,1,NULL,2,278
702534,201511,1,7,Starter,Team,1,1,1.45,21.69,20,7,1,2,5,1,1,0,1,0,NULL,0,1,0,0,0,1,NULL,0,4
712019,201601,1,6,Team,Enterprise,2,4,84.53,330.34,246,10,2,3457,4,2,1,0,0,0,NULL,0,1,0,0,0,0,1,1,2387
717545,201511,1,2,Starter,Team,1,2,4,50,46,7,2,3,4,1,1,0,1,0,NULL,0,1,0,0,0,0,NULL,1,38
724411,201603,1,0,Essential,Team,1,NULL,NULL,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12
732873,201601,1,4,Professional,Enterprise,1,20,980,2673,1693,7,1,5,4,3,4,4,1,0,NULL,0,0,0,0,0,0,1,2,1296
739326,201511,1,2,Essential,Team,1,1,10,38,28,3,3,4,4,1,1,0,0,0,NULL,0,1,0,0,0,0,NULL,1,428
740629,201602,1,8,Team,Professional,1,18,450,450,0,27,5,59711,39,15,2,5,1,0,NULL,0,1,0,0,0,1,1,0,17231
741598,201511,1,12,Team,Professional,1,2,46.53,46.53,0,10,1,20651,64,1,1,2,1,0,NULL,0,1,0,0,0,1,1,0,3685
746604,201511,1,4,Essential,Team,1,3,36,100,64,8,3,12,12,1,2,2,0,0,NULL,0,1,0,0,0,0,NULL,2,1752
746875,201603,1,0,Professional,Enterprise,1,NULL,106.54,215.25,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,7
750456,201511,1,8,Regular,Professional,1,2,96.77,196.87,100,7,1,21,4,1,3,0,0,0,NULL,0,0,0,0,0,0,1,0,283
751289,201602,1,4,Essential,Team,1,1,9,25,16,7,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,1,NULL,0,NULL
753998,201511,1,8,Regular,Professional,1,2,58,118,60,7,1,0,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,487
754124,201511,1,6,Professional,Enterprise,1,25,1225,2970,1745,12,8,995,7,16,12,3,1,0,1,0,1,1,1,1,1,1,5,38955
756556,201511,1,9,Regular,Professional,1,1,29,59,30,7,1,4,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,0,1
758088,201511,1,4,Team,Professional,1,5,125,295,170,7,1,2,5,3,1,0,1,0,NULL,0,1,0,1,0,1,NULL,5,715
758345,201511,1,4,Essential,Team,1,1,12.6,26.59,14,5,1,91,17,1,1,0,0,0,NULL,0,1,0,0,0,0,NULL,1,279
759447,201511,1,9,Essential,Team,1,5,45,125,80,5,1,1,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,1
762740,201511,1,7,Team,Professional,1,4,100,177,77,9,4,892,34,2,2,3,0,0,NULL,0,1,0,0,0,0,1,0,318
763572,201512,1,3,Essential,Team,1,4,21.74,82.62,61,5,1,46,4,4,5,3,0,0,NULL,0,1,0,0,0,0,NULL,1,16
767112,201511,1,2,Essential,Professional,2,NULL,27,177,150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,948
767381,201511,1,2,Starter,Professional,2,1,1,59,58,7,1,2,4,1,1,0,1,0,NULL,0,1,0,0,0,0,NULL,0,0
769677,201511,1,3,Starter,Professional,2,2,2,118,116,7,1,20,4,4,11,0,1,0,NULL,0,0,0,0,0,0,NULL,0,0
771008,201601,1,10,Essential,Team,1,2,18,18,0,5,1,497,6,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,87
772085,201511,1,5,Plus,Enterprise,1,4,345,500,155,6,1,1,4,1,1,2,0,0,NULL,0,1,0,0,0,NULL,NULL,1,56
772983,201511,1,4,Team,Professional,1,1,19,49,30,7,3,3,4,1,1,0,0,0,NULL,0,1,0,0,0,0,NULL,1,0
776698,201511,1,2,Starter,Team,1,1,2,50,48,7,1,2,4,1,1,1,1,0,NULL,0,1,0,0,0,0,NULL,0,1170
780268,201602,1,2,Essential,Team,1,1,9,75,66,6,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,10
781719,201512,1,1,Team,Professional,1,NULL,125,295,170,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,22
787154,201511,1,4,Regular,Professional,1,4,100,490,390,2,1,0,31,2,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,2,2940
788060,201512,1,9,Essential,Team,1,2,NULL,42.34,NULL,5,1,19,4,1,5,2,0,0,NULL,0,1,0,1,0,NULL,NULL,0,0
790446,201602,1,1,Professional,Enterprise,1,NULL,59,125,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
793242,201601,1,0,Essential,Team,1,NULL,5,25,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4
796904,201511,1,5,Starter,Team,1,3,3,19,16,7,1,3,4,1,1,0,1,0,NULL,0,0,0,0,0,1,NULL,0,NULL
799669,201512,1,3,Essential,Team,1,1,5,19,14,5,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,NULL
801651,201512,1,7,Essential,Team,1,1,11.96,25.24,13,5,1,18,5,1,1,0,1,0,NULL,0,1,0,0,0,0,1,0,63
802998,201603,1,0,Essential,Team,1,NULL,9,25,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,907
803849,201511,1,2,Starter,Team,1,1,1,19,18,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0
803873,201603,1,2,Team,Professional,1,10,275,590,315,11,2,5,4,6,3,4,1,0,NULL,0,1,0,1,0,1,1,1,544
806493,201602,1,7,Team,Professional,1,16,380,380,0,12,2,26,4,3,6,4,1,0,NULL,0,1,0,0,0,1,1,1,122
807164,201512,1,2,Team,Professional,1,NULL,50,118,68,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,66
808815,201601,1,1,Essential,Professional,2,NULL,9,59,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
809645,201601,1,4,Essential,Team,1,2,14.61,43.83,29,6,1,6,4,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,66
809976,201601,1,0,Essential,Enterprise,3,NULL,NULL,500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
810626,201606,1,2,Essential,Team,1,NULL,36,100,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,154
811258,201511,1,7,Team,Enterprise,2,1,21.21,110.49,89,5,1,18,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,9
812160,201602,1,2,Essential,Team,1,NULL,9,25,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15
812670,201602,1,0,Essential,Team,1,NULL,27,50,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1
814481,201511,1,12,Team,Professional,1,1,18.37,18.37,0,10,2,1455,4,5,51,7,1,0,NULL,0,1,0,1,0,0,1,3,687
814959,201601,1,1,Essential,Team,1,NULL,5,19,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,10
815331,201511,1,7,Essential,Professional,2,2,10,98,88,5,1,546,6,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,0
816785,201511,1,3,Essential,Team,1,2,10,38,28,5,1,6,25,1,1,0,1,0,NULL,0,0,0,0,0,0,NULL,0,NULL
817027,201511,1,10,Starter,Professional,2,2,2,147,145,8,1,93,4,1,1,0,1,0,NULL,0,1,0,0,0,1,NULL,4,704
817796,201511,1,10,Team,Professional,1,2,83.57,131.48,48,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,1,2
818468,201511,1,12,Essential,Team,1,1,9,9,0,9,7,125,6,1,16,7,1,0,NULL,0,1,0,0,0,1,NULL,3,120
818521,201512,1,11,Essential,Team,1,1,5,19,14,5,1,2,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,0
818675,201511,1,4,Essential,Professional,2,1,9,59,50,5,1,2,5,1,1,0,0,0,NULL,0,0,0,0,0,0,NULL,0,NULL
819223,201512,1,6,Professional,Enterprise,1,11,1003,4950,3947,7,1,15,4,10,15,0,1,0,1,0,1,0,0,0,1,1,3,228
820153,201511,1,4,Team,Enterprise,2,1,25,125,100,8,2,715,5,1,1,11,1,0,NULL,0,1,0,0,0,1,NULL,3,3036
820194,201511,1,2,Regular,Professional,1,NULL,58,118,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,1
820623,201511,1,2,Essential,Team,1,NULL,9,25,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
820808,201601,1,0,Essential,Team,1,NULL,25,95,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
820844,201511,1,9,Plus,Enterprise,1,6,362.04,884.98,523,5,3,1475481,6,6,4,5,1,0,1,0,1,1,1,0,1,NULL,2,49152
821376,201603,1,6,Team,Professional,1,16,402.69,741.8,339,4,1,4514,42,7,1,2,1,0,NULL,0,0,0,1,0,1,1,2,7734
822197,201602,1,4,Essential,Team,1,4,50.22,139.51,89,6,1,8,4,1,1,0,0,0,NULL,0,0,0,0,0,0,1,1,1055
823077,201512,1,3,Essential,Professional,2,1,5,49,44,5,1,2,5,1,1,0,1,0,NULL,0,1,0,0,0,1,NULL,0,NULL
823188,201511,1,12,Regular,Professional,1,9,318.82,318.82,0,8,3,427,16,6,1,0,1,0,NULL,0,1,1,0,0,1,1,1,3649
823287,201511,1,4,Starter,Team,1,1,1.09,20.66,20,7,2,36,4,2,3,1,1,0,NULL,0,1,0,0,0,0,NULL,5,30
823984,201511,1,4,Team,Professional,1,1,50,118,68,8,4,2,4,1,1,0,0,0,NULL,0,1,1,0,0,NULL,NULL,1,6700
824292,201511,1,2,Regular,Professional,1,2,94.47,192.19,98,3,0,393,12,1,46,3,0,0,NULL,0,1,1,0,0,1,NULL,9,10976
825210,201604,1,3,Essential,Team,1,1,25,57,32,6,1,2,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,0,3
826363,201511,1,6,Starter,Team,1,2,4,75,71,8,1,0,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,2,108
826427,201511,1,2,Essential,Team,1,1,9,25,16,5,1,2,4,1,2,0,1,0,NULL,0,0,0,0,0,0,NULL,0,19
826833,201604,1,7,Essential,Team,1,3,15,57,42,6,1,188,8,3,1,0,1,0,NULL,0,0,0,0,0,0,1,0,268
827586,201511,1,5,Essential,Team,1,2,10,38,28,5,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,4
827779,201512,1,1,Team,Professional,1,NULL,66.32,154.74,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6
827964,201511,1,2,Starter,Professional,2,2,4,59,55,7,4,15,6,1,1,0,0,0,NULL,0,1,0,0,0,0,NULL,1,632
828387,201512,1,6,Essential,Team,1,1,9,75,66,5,1,11,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,52
828389,201511,1,7,Team,Professional,1,15,412.13,845.95,434,7,1,2266,4,3,117,3,0,0,NULL,1,0,0,0,0,NULL,NULL,0,3176
829305,201511,1,7,Team,Professional,1,9,247.28,507.57,260,10,2,1525,13,3,2,2,1,0,NULL,0,1,0,0,0,0,1,3,2124
829370,201511,1,10,Essential,Professional,2,2,18,118,100,6,1,8412,13,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,393
830117,201511,1,11,Team,Professional,1,2,50,118,68,9,1,362,4,1,9,0,1,0,NULL,0,1,0,0,0,0,1,1,246
830244,201511,1,3,Essential,Team,1,2,10,38,28,8,1,4,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,96
830655,201511,1,3,Essential,Team,1,3,3,57,54,7,1,117,4,1,1,1,0,0,NULL,0,1,0,0,0,0,NULL,11,1403
830673,201511,1,8,Essential,Team,1,3,54,150,96,7,1,1235,4,4,1,0,1,0,NULL,0,1,0,0,0,0,1,0,201
830808,201511,1,7,Team,Professional,1,1,28.62,65.85,37,8,1,0,4,1,1,0,0,0,NULL,0,0,0,0,0,1,NULL,1,3
830811,201511,1,6,Plus,Enterprise,1,1,61.82,113.33,52,4,3,1181,7,1,15508,4,0,0,1,0,1,0,1,0,0,1,1,310
831064,201511,1,6,Essential,Professional,2,2,26.3,113.95,88,5,1,6,6,1,1,0,1,0,NULL,1,1,0,1,0,0,1,1,60
831077,201511,1,5,Regular,Professional,1,1,34.36,55.83,21,6,1,8,4,1,1,2,0,0,NULL,0,0,0,0,0,1,NULL,0,NULL
831486,201511,1,6,Team,Enterprise,2,5,143.1,715.48,572,8,2,207,4,1,1,0,1,0,NULL,1,0,0,0,0,1,1,1,568
831510,201511,1,3,Plus,Enterprise,1,4,236,495,259,10,1,474,4,2,1,0,0,0,NULL,0,0,0,1,0,NULL,NULL,0,95
831897,201511,1,3,Regular,Enterprise,2,3,58,250,192,3,2,94,2,1,1,1,0,0,NULL,1,1,0,0,0,NULL,NULL,8,2700
831956,201511,1,3,Starter,Team,1,1,6,75,69,6,1,2,4,1,1,0,1,0,NULL,0,1,0,0,0,0,NULL,1,2
831959,201511,1,4,Regular,Professional,1,8,200,392,192,7,1,9,4,2,6,0,0,0,NULL,0,1,0,0,0,0,NULL,2,248
832295,201511,1,2,Professional,Enterprise,1,NULL,49,99,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
832299,201511,1,11,Essential,Enterprise,3,7,72,1000,928,6,1,0,5,2,1,0,1,0,NULL,0,1,0,0,0,1,1,1,4056
832323,201511,1,5,Team,Professional,1,6,152,343,191,14,2,35,4,2,1,0,1,0,NULL,0,1,1,0,0,0,1,7,2737
832701,201511,1,2,Essential,Team,1,NULL,63,175,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,15
832733,201511,1,7,Starter,Professional,2,3,3,98,95,7,2,37,4,1,1,2,1,0,NULL,0,0,0,0,0,0,1,1,38
833298,201511,1,2,Team,Professional,1,2,50,118,68,6,1,539,4,1,1,4,1,0,NULL,0,1,0,0,0,0,NULL,2,538
833355,201511,1,6,Plus,Enterprise,1,3,207,250,43,4,18,6851,9,5,5,10,1,0,1,0,1,1,1,1,0,1,4,7304
833399,201511,1,9,Essential,Team,1,4,36,36,0,5,1,0,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,0
833674,201601,1,0,Essential,Team,1,NULL,NULL,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
833811,201511,1,7,Regular,Professional,1,5,133.93,164.07,30,22,1,761,1,4,1,12,0,0,NULL,0,1,1,0,0,0,1,2,358
833941,201511,1,4,Team,Professional,1,2,75,177,102,2,2,6,20,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,2802
834294,201603,1,4,Team,Professional,1,2,75,118,43,5,1,20,10,1,1,1,0,0,NULL,0,1,0,0,0,0,1,1,632
834503,201602,1,1,Essential,Team,1,NULL,27,75,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,503
834628,201511,1,8,Regular,Professional,1,6,150,294,144,7,1,6,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,3780
834787,201601,1,2,Essential,Team,1,NULL,9,25,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
835300,201512,1,7,Team,Professional,1,9,179.33,418.45,239,7,1,1871,4,1,88,6,1,0,NULL,0,1,0,0,0,0,1,4,1520
835317,201512,1,3,Professional,Enterprise,1,1,49,99,50,6,2,2,4,1,1,0,1,0,NULL,0,1,1,0,0,1,NULL,2,1072
835491,201511,1,2,Starter,Team,1,3,6,150,144,8,3,1267,4,5,6,0,0,0,NULL,0,1,0,1,0,0,NULL,1,1407
835672,201512,1,7,Essential,Team,1,3,15,57,42,5,1,49,4,1,3,0,1,0,NULL,0,1,0,0,0,0,1,1,40
835858,201511,1,2,Starter,Team,1,3,6,125,119,7,3,6,4,1,1,0,1,0,NULL,0,0,0,0,0,0,NULL,0,32
835904,201511,1,4,Essential,Team,1,1,9,25,16,5,1,346,5,1,1,15,0,0,NULL,0,1,0,0,0,NULL,NULL,0,11
836042,201511,1,11,Essential,Team,1,1,5,19,14,5,1,125,4,4,2,0,0,0,NULL,0,1,0,0,0,0,1,0,48
836249,201511,1,8,Team,Professional,1,2,171,441,270,6,1,15,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,833
836250,201604,1,6,Essential,Team,1,7,35,38,3,7,1,72,4,6,3,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,147
836362,201512,1,3,Team,Professional,1,5,125,177,52,8,4,238,10,3,654,0,1,0,NULL,0,1,0,1,0,0,NULL,2,320
836635,201511,1,4,Regular,Professional,1,4,116,236,120,7,1,2,4,1,1,3,1,0,NULL,0,1,0,0,0,0,NULL,15,NULL
836717,201511,1,4,Professional,Enterprise,1,1,49,99,50,5,3,23,5,1,1,0,1,0,NULL,0,1,0,0,0,0,NULL,1,117
837105,201512,1,5,Essential,Team,1,1,5.72,43.5,38,5,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,3
837109,201511,1,3,Professional,Enterprise,1,2,118,250,132,7,1,2,5,4,2,1,0,0,NULL,0,1,0,0,0,0,NULL,1,152
837174,201511,1,5,Team,Professional,1,6,217.6,223.33,6,8,3,3436,4,1,5,14,0,0,NULL,1,1,0,1,0,NULL,NULL,5,5515
837284,201511,1,5,Essential,Team,1,1,5,70,65,4,1,190,15,2,1,0,1,0,NULL,0,1,0,0,0,0,NULL,1,1377
837306,201511,1,12,Essential,Team,1,2,18,18,0,5,1,27,6,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,645
837400,201511,1,6,Team,Professional,1,4,138.79,284.88,146,18,1,126,4,3,10,0,1,0,NULL,0,0,0,0,0,0,1,2,3776
838060,201511,1,6,Team,Professional,1,7,175,413,238,11,7,2021,15,6,606,0,1,0,NULL,0,1,0,1,1,1,1,15,7800
838173,201511,1,7,Team,Professional,1,4,100,177,77,12,1,3516,4,1,1,3,1,0,NULL,0,1,0,0,0,1,NULL,1,2060
838175,201601,1,1,Essential,Team,1,NULL,63,125,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,23
838270,201511,1,2,Essential,Team,1,2,18,50,32,5,1,12,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,792
838353,201604,1,4,Essential,Team,1,4,36,100,64,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,210
838583,201511,1,6,Essential,Team,1,1,7.3,21.91,15,5,1,0,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,0,NULL
838634,201511,1,11,Plus,Enterprise,1,6,354,354,0,9,1,421,10,1,2,1,1,0,1,0,0,1,1,0,1,NULL,3,3318
838786,201512,1,1,Team,Professional,1,1,25,59,34,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,18
839139,201511,1,11,Plus,Enterprise,1,11,667.76,845.83,178,9,4,43818,53,3,2,1,0,0,1,0,1,1,1,0,0,1,3,62655
840171,201511,1,12,Essential,Team,1,1,6.12,NULL,NULL,5,1,0,4,1,2,2,0,0,NULL,0,0,0,0,0,0,1,0,12
840279,201511,1,4,Team,Professional,1,2,125,177,52,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,335
840296,201511,1,4,Essential,Team,1,1,12.6,26.59,14,5,1,70,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,204
840348,201511,1,3,Team,Professional,1,1,19,49,30,8,2,71,10,3,1,0,1,0,NULL,0,1,0,0,0,0,NULL,4,3512
840355,201511,1,5,Essential,Team,1,1,9,25,16,5,1,3,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,0
840406,201602,1,1,Essential,Team,1,NULL,9,25,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1
840420,201512,1,6,Professional,Enterprise,1,1,59,125,66,7,1,2,4,1,1,0,1,0,NULL,0,1,0,0,0,1,1,1,8
840502,201511,1,7,Essential,Team,1,2,10,57,47,5,1,23,8,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,24
840518,201511,1,6,Essential,Team,1,4,27,75,48,5,1,266,6,1,1,2,0,0,NULL,0,0,0,0,0,NULL,NULL,0,961
840826,201601,1,3,Professional,Enterprise,1,3,147,495,348,7,1,0,4,1,1,0,0,0,NULL,1,1,0,0,0,NULL,NULL,1,3105
840878,201511,1,9,Plus,Enterprise,1,15,1067.33,1561.47,494,5,0,18094,17,6,199,3,0,0,1,0,1,0,0,0,NULL,NULL,2,20682
840992,201511,1,4,Essential,Team,1,1,9,25,16,5,1,110,5,2,3,5,1,0,NULL,0,0,0,0,1,0,NULL,0,29
841118,201512,1,11,Essential,Team,1,7,35,35,0,5,1,4,5,2,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,1791
841358,201511,1,7,Starter,Team,1,3,3.35,106.03,103,8,1,11,5,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,146
841514,201511,1,3,Essential,Team,1,2,18,50,32,5,1,16,4,1,6,1,0,0,NULL,0,1,0,0,0,NULL,NULL,0,39
841623,201511,1,5,Essential,Team,1,4,21.74,86.7,65,5,1,6,4,1,2,0,0,0,NULL,0,0,0,0,0,0,NULL,0,0
841633,201511,1,8,Team,Professional,1,1,19.93,46.49,27,8,1,6,4,1,1,0,1,0,NULL,1,1,0,0,0,1,1,2,894
841979,201511,1,2,Essential,Team,1,1,5,19,14,9,1,117,8,1,1,0,1,0,NULL,0,0,0,0,0,0,NULL,0,147
842046,201602,1,1,Essential,Team,1,NULL,9,25,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6
842138,201511,1,4,Team,Professional,1,3,100,118,18,8,1,72,4,2,1,1,1,0,NULL,0,0,0,0,0,1,NULL,1,43
842313,201511,1,7,Essential,Professional,2,1,5,49,44,5,1,133,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,21
842335,201511,1,10,Essential,Team,1,2,11.14,42.34,31,5,1,17,5,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,12
842517,201511,1,3,Essential,Enterprise,3,2,19.55,135.78,116,5,1,3,4,1,1,0,0,0,NULL,0,0,0,1,0,NULL,NULL,0,438
842539,201511,1,10,Professional,Enterprise,1,1,65.74,139.28,74,7,1,74,4,1,1,0,1,0,NULL,0,0,0,0,0,1,1,1,98
842584,201601,1,0,Essential,Team,1,NULL,45,75,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0
842598,201511,1,2,Team,Professional,1,1,25,59,34,7,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,1,NULL,0,0
842742,201512,1,4,Essential,Team,1,1,5,19,14,5,1,20,4,1,2,0,1,0,NULL,0,1,0,0,0,0,NULL,0,2
843021,201511,1,3,Essential,Team,1,8,72,200,128,5,1,37,4,7,3,0,1,0,NULL,0,1,0,1,0,0,NULL,1,5000
843069,201512,1,4,Essential,Professional,2,5,27,177,150,5,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,3832
843090,201511,1,8,Essential,Team,1,14,70,133,63,5,1,28,4,3,1,0,1,0,NULL,0,0,0,0,0,0,1,0,117
843119,201603,1,0,Essential,Team,1,NULL,9,25,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0
843156,201511,1,4,Essential,Team,1,2,18,50,32,5,1,6,5,2,1,0,0,0,NULL,1,0,0,0,0,NULL,NULL,0,18
843293,201601,1,4,Team,Professional,1,1,28.62,67.54,39,7,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,2,204
843376,201511,1,5,Essential,Team,1,2,10,57,47,5,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,1,NULL,0,4
843387,201512,1,1,Essential,Team,1,5,10,38,28,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,12
843553,201511,1,12,Essential,Professional,2,3,NULL,27,NULL,5,1,1049,42,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,189
843764,201511,1,7,Professional,Enterprise,1,2,177,375,198,2,0,8147,5,1,1,3,1,0,1,0,1,0,0,0,1,1,0,799
843843,201511,1,3,Essential,Team,1,1,5,38,33,6,1,17,4,1,1,0,1,0,NULL,0,1,0,0,0,1,NULL,1,252
843949,201602,1,1,Professional,Enterprise,1,NULL,49,495,446,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2242
